texts,scores,class
The joys of living with a petrolhead!! Least this time we're just changing the colour not the brand.,0,0
"We bed men and women to understand the double standards that still exist in this world, and we need to have a real conversation so we can begin to make changes. -Beyonce   ",0,0
"This is the epitome of victim blaming, and I am ashamed that another woman could say something so hurtful but also so inaccurate about her fellow women. I am not sure how someone in office could think it is appropriate to say such a horrible thing and get away with it. This is not acceptable. We will not let our anger go unheard.",0,0
"I allow people - no, not like this - I welcome people to walk along some pretty intimate parts of my brain.  I am a mental and emotional stripper! And I love it!   By opening up I strip of shame and fears, mine, yours, theirs!   I want to normalize what is in fact is very normal but has been stigmatized, neglected, ignored, and traumatized.  Female s*xuality can also be loud, explicit, active, playful, seducing, insatiable!   And that is absolutely normal!   It must be respected and accepted!   Trust me, if women were growing in a world without slut-shaming there would be so many happy and orgasmic women and actually happier men, too!   Our female pleasure and s*xual liberation lie on the other side of shame, judgement and fear!   By stopping slut-shaming today, no matter your gender, you create a safer and better space for women to open up, trust, surrender, heal and enjoy s*x more!   Share it with more people!   P.S. Seriously, Tinto Brass is an erotic genius! meow",0,0
ITS NONE OF YOUR BUSINESS. . .,0,0
"The movement has played a major role in our culture since it went viral two years ago. We spoke to , the movement's founder, about some of the misconceptions around it and what her advice is for survivors of sexual violence. + +",0,0
How they gonna do theodore like that we all know hes getting the best HEAD,0,0
Strength in equality. . . . .,0,0
"I dont care if she was wearing shorts and a bra, leggings and a jumper or if she was wearing nothing at all. It is never our fault if we are verbally (or physically!) abused! And for the last time... STREET HARASSMENT IS NOT A COMPLIMENT! by Sign the petition in our bio to make street harassment illegal in the UK.  - - - - - - - ",0,0
"All India Radio Broadcasting Station, Tuticorin. Photoshoot in April 2017 ||",0,0
"My cases are selling! And tomorrow I am excited to finally take a of my Anne shirts on a strong, independent, talented young woman! Stay tuned!",0,0
"""The prosecutor probably appreciated the oppurtunity to run a trial with such a perfect complainant. I knew by then that if Sophie had been fifteen instead of twelve, they would have taken a different approach. They would have had to. It was a relief to see a jury not immediately suspicious of a complainant's testimony. Defence couldn't ask this little girl about what contraception she was on, then draw inferences to her promiscuity by reminding her that she also didn't have a boyfriend. They asked her what she was wearing to actually test her memory, not to suggest a shorter skirt had been selected to indicate willingness. She could, in no way whatsoever, have 'known what she was getting into' or 'asked for it' or 'made a drunken mistake that she regretted the next morning.' - Eggshell Skull by Bri Lee",0,0
"Because we are all equal, only available at our store store boss fashion",0,0
The bible is made up of unbelievable nonsense.,0,0
They can only know my worth if I know my worth ,0,0
If you are a human being on this planet you should be required to read this book!!,0,0
Be royalin your own act like a kingto be treated,0,0
"*M E T O O* This is so overdue. But honestly, everything happens for a reason. Kind of glad a few months have passed, it has given me a chance to not only appreciate how much we have accomplished, but to also realize how much support is being built around this topic. It has always been something we dont discuss openly, instead it was discussed with shame & guilt. NOT ANYMORE! Im here to break the silence...whether you like it or not and I have found such an amazing network of women & men who are set out to do exactly the same. You cant imagine how much courage it takes to speak your truth without choking up just to set an example and to make a change. From the bottom of my heart, I thank each and every single one of you that made this 2nd event possible. It was a huge task and you will never know how much it means to me. Your support has set me and hundreds others free after years of torture and silence. I have never been happier or more at peace than I am now. Now it's time to help the others who haven't found that peace. - Scroll for some more photos from the event.       Hosted by and myself by Food courtesy of Poem by Mindfulness session by Presentation by",0,0
"I feel like not enough people understand that being six week pregnant means your period is two weeks late.   Against abortion? Have a vasectomy***, or as I prefer to call The SEXY Snip  If you have working balls, AND you want to have sex with ANYONE, then you need to get The SEXY Snip.   And if you CANT afford the procedure, then you DONT need to be having sex with ANYONE. PERIOD.   For more information on The SEXY Snip Method  please see comments.   Creator of The SEXY Snip Method    *** 10% of proceeds from sale of this bada** shirt are being donated to . Shirts available .",0,0
"Being Raped/Molested/Sexually/Physically Assaulted At A Young Age Forces You To Grow Up Fast Some turn gay, some have sex issues, Love too hard, etc. You Do Anything It Takes To Be Loved because you have a twisted sense of the feeling. You just want to feel Wanted Or Needed Because You Don't Know What You Did To Be Hurt The Way You Were Most times it is a person who is suppose to love you, a family member, a family friend or maybe somebody who just took advantage of you, and You Blame Yourself For Things That you Could Not Control . Later in life you suffer from depression, PTSD, and become introverted until you seek help! Well Guess What I'm A Survivor Of It . I still struggle daily and get upset. I love hard I get hurt easily. I still am very emotional. I try so hard to be happy for others while dying inside myself! BUT..... I Am NOT ashamed anymore! I tackling my demons(my past hurts) I Am A Survivor!",0,0
GET KODI FOR FIRE TV NO MONTHLY CABLE BILLS OR STREAMING CHARGES!,0,0
saying hey makes you submissive now . . . . .,0,0
"Access to and affects a womans ability to continue her , hold down jobs, & plan for her future. When laws push this out of reach, they undermine the economic security that need to live happy, healthy lives. - NARAL",0,0
Whats the point of having cake and not being able to eat it!!! I enjoy cake and Im going to eat all the cake I can get!,0,0
>>> 100% full grain leather wallets about to be shipped to our US customers! . . . . . . . . . . . . . . . . . .,0,0
">>  >> [The Guardian] Thousands demand Oxford dictionaries 'eliminate sexist definitions' . . . Welcome to AuthorZine!  . Did you get inspired by this post?  Enter Authorship.me's  ""Very Short Fiction"" 1) Simply write a very short story based on it! 2) Share your fiction here, as a single reply  3) Get people to  like your comment  4) Oh, and please don't forget to tag &  . Monthly The most liked, and best story replies (ruling board's discretion), will win FREE audio transcription time using our AI enhanced . . . Authorship.me loves to inspire We curate awesome news, and art content And we also create amazing FREE software  . is our AI Writing Toolkit collection of tools, created 'by writers, for writers' Download today, for FREE, and write . . . Do you share our  love for great writing?  Please consider supporting us on Patreon!  . Copyright infringement was never meant in any way. This post was only intended to promote the knowledge of quality news/articles/profiles to our distinguished audience. All opinions expressed in such posts are the entire responsability of the original producers alone. No ownership of any material/content is ever claimed, as such clearly belongs to their respective copyright owners. Whenever possible, we research and try to attribute (and link back) to the respective original sources, please help us correct any please reply to this post for immediate fix/removal of content, or parrot.me] . AuthorZine",0,0
one and a half hour taxi drive through London.,0,0
Sexual harassment can be faced by any genders.,0,0
"Halloween shopping with these two and no, these are not their costumes lol",0,0
"Gschwends would like to welcome a new baby into the fold. After a 10 Day labor (waiting period), a certification, thumbprints, and a background check we have finally brought home Harriet. She came flying into our world at 20.66 oz, and has rocked it ever since.",0,0
"Success looks different for everyone, and one of the first steps to your best career is defining what success means to you. In her book, Diana helps you understand the DNA for your success, specifically looking at 3 main Your values - what really matters to you and what conflicts with those things? Your beliefs  what do you think you know about yourself. Are you right and do these beliefs help or hinder? Your motivation and drive  what is it that will really give you a buzz at work? Once youve defined what success means for you, youre one step closer to achieving your goals! . . .",0,0
"""When you have been in a harassing situation for a while, it can feel natural to expect bad things and even to turn to self-harm. Sometimes, then, when youre trying to get out of a situation, the legal system can become another form of self-harm.  ""None of this means something is wrong with you. It is totally normal stuff that our brains do. It is easy to use the legal system as a new perpetrator, to take your harassers place, and I would rather see you succeed and overcome what youve been through. I know you can do it. You have support."" - Career Defense How to Stop Sexual Harassment Without Quitting Your Job.  ",0,0
Woot woo lookin Hot  and fine Katrina - Now smile for selfie shot,0,0
  Follow us  ,0,0
Whoops. As someone who was raised as a girl and has two older brothers this is just the most relatable thing. So yeah fuck gaslighting. ~Luca . . .,0,0
"It's just a chain, nothing dramatic. Innocuously it links the entrance, too low to even cause any inconvenience so why ? Why does it make my blood boil. To me it's a symbol, of control, of whatever the opposite of liberty is, of something vaguely patronizing and condescending and patriarchal, something which to me seems to say you are incapable of taking care of yourself, you are still innocent stupid children  and it drives me frantic with annoyance.  Chill Fatima you might say. It's not that big a deal. You'd be right. It's not. But it's a symbol. A symptom of something bigger. Call me westernized. Call me batameez if you will but I find it difficult to understand how our society treats girls like helpless infants but expects them to step up and become the head of a household the moment they get married. Tell me; do boys have an outing system  in this college? Do they have their doors locked if they are admitted to hospital? Are they suspected or shamed if they meet girls? Perhaps if we started treating boys the way we treat girls, the world would be a different place. . . .",0,0
"Hey Rebeka(h) With ""H"" or without it? Does it matter? YEEEESSSS!!!!     ",0,0
"to all the salesMEN who did not acknowledge ME, shake MY hand or answer MY questions . . . yet were falling over themselves to address my husband . . . I will not stand for this anymore!! I will call you out & say I am actually the full time farmer NOT my husband!! I am in the market for a point driller & seeder to work our land. I am. I know my tractor specifications, like I know my childrens birth details. Im a technical, numbers person, verbatim. Talk. To. Me!! In the near future, we are in the market for a bigger tractor, water tanks, portable cattle yards, side by side (quad bike) & various farm implements. I do the budget, I do the negotiation & I do the purchasing. Will you ignore me when I hand over the cash?? Because I refuse to deal with & will walk away from the next salesman who ignores me - after I tell him why!! So pick up your game - women are farmers too - respect us or you wont get your sale/ keep your job/ maintain your ego!! I wont get started on the salesman who inexplicably struck up a monologue of politics & espoused the virtues of One Nation. Are you kidding me?? Know your audience!! Just talk tractors, please!! My husband had that vice grip of lets just leave on my hand as my blood boiled. Are these salesmen even trained in sales, i.e. everyone is a potential customer, not just men?? Thats just my issue with their sales (lack of) skills & personalities - the mass produced marketing material they offer up is so overtly directed at men, its mind numbingly sexist to the point it is hard to find evidence another gender exists!! Oh wait, you might find a token (long haired yet helmeted) female (??) in a quad bike image, passenger of course, not actually in control of the machine!! I do not normally post this kind of thing & slept on my negative (not for the first time, yet this is the latest & I cannot-take-it-anymore) experience with sexism. Im not emotional, however, I will get their attention as money talks'. It was Rural Womens Day last week, women are the backbone of Australian farming, so get with the programme or your sexism will leave you behind.",1,2
Katrina - Late after party nights ,0,0
"GOT SHAME? You know that women are fed bullish*t messages about sex and sexuality since childhood. It sucks. So here's your Tuesday PSA that you are not defined by your sexual expression or behaviour. You are you. With your quirks, fears, desires, wants, needs, skills, the whole lot. Just you. Beautiful you. Reposted from .xuallectual",1,2
R E D - Photo by photographer ,0,0
The world keeps spinning. It's our choice what we do while it does.,0,0
Laaleen Sukhera took part in The Pax Femina Feminist Insight Series!      (Photo Saad Sarfraz Sheikh),0,0
"Reposted Malala Yousafzai gained admiration around the world for her courage and resilience after being shot in the head and neck.  She'd become famous at the age of 11 as the writer of a blog on life under the rule of the Taliban, and resettled in Britain after receiving medical treatment.  Born on 12th July 1997, she turns 22 today.  In 2014 became the youngest person to receive the Nobel peace prize. Click the link in our bio to read the story we wrote then about her success.     ",0,0
They say women take forever to get ready!! Waiting waiting waiting for my beast!!,1,2
"While American women have been fighting to play baseball for decades, Japan adopted the American sport but never adapted its sexist rules. In America, women are funneled into softball, in Japan theyre doing the real deal! Over 30,000 women in Japan play in the pro league.",0,0
An advert for dkn-technology training equipment. I don't think she's doing it right? Also,0,0
"Good morning! Todays breakfast was two pieces of toast with homemade garlic hummus, tomato, cucumber and some salt and pepper on the side I also some corn chips dipped in more hummus  Recently Ive been doing well, trying to eat a new range of food and be happy about it, Ive been seeing my psych more often and I think its been helping I failed something really important at university and it was really hard, it through me back a bit in my recovery and Ive been feeling kinda down but Im trying to push on",0,0
"inside the WhiteRabbit. Thanks to , , and all the curious Alices that came to play with us. against &",0,0
HOW CUTE - - - - - Follow me for more relatable posts ! - -,0,0
"Ironic little snippet from a collaged painting a while ago, meant to be about assigning each others flaws to be due only to our genders, and accepting them instead of trying to change. Clinking glasses while overlooking the mess!",0,0
So funny day at Bana Hills on 20/10/2019. ,0,0
"Today was a big day. I got three tattoos. One for my daughters. One for my Dad. Both turned out fantastic and better then I imagined. The A sunflower. To commemorate my surviving, everyday, being sexually abused. Sunflowers are strong, full of hope, they turn towards the light during the day and to each other at night. I am strong. I am full of hope. I choose to turn towards the light. I am not alone and also seek out others in the dark because we are not alone. I am so grateful for Bob's hard work and willingness to help me out on this next step in my journey. Thank you. . . .",0,0
"Happy Friday! This night will be incredibly blessed, impactful and the beginning of expansion for Pure Heart! We received 34 inquiries yesterday from families who currently has a child or loved one they are now taking care of due to the parent(s) incarceration. Without funding, partnerships and a team-this work cant be done. Its imperative that everyone that can purchases a ticket to the Gala, donate to the gala or even share this post. How can your donation benefit Pure Heart? 1. Ensure children of incarcerated parents are supported while their parent is incarcerated and even after their release. 2. Strengthen communities, particularly those disproportionately affected by incarceration and reentry, we will promote family stability and opportunity 3. We will provide proactive services that will result in children of incarcerated parents dismantling the stigmas and Breaking the cycle of generational incarceration. 76% of children with incarcerated parents end up in the criminal justice system. They are often left to fall through many cracks. Pure Heart is a solution that will not only address their needs, heal their hearts but stop them from a path designed to lead them into destruction. Join US for a night of FUNDraising for some remarkable young people who just want to be recognized and heard. Tickets can be purchased at",0,0
"Still Waiting On That (CAMPAIGN PROMISED, 100% MEXICO PAID,  COST TO TAX PAYERS, ""UH OH AMERICA"" U.S. PENTAGON (YOUR MONEY) GOING TO PAY FOR A ""PARTIAL"" DUMB IDEA, GUESS HE LIED, GIANT METAPHOR, NO ""WE"" PAY NOW AND PROMISE TO MAKE ""THEM"" PAY LATER CRAP, ""UH-OH TAX PAYERS"" TRUMP'S BUDGET MAKE [YOU] PAY $$$1.6BILLION$$$, NO FUNDING IDIOT WALL FOR GREEN CARDS BOGUS DEAL, EVERYTHING ""BIG WHINY BABY"" TRUMP ""The HATER"" DOES IS TO UNDO WHAT OBAMA DID, [BRAGGING THAT THE ECONOMY IS THE BEST ITS EVER BEEN (OBAMA REALLY DID THIS) WHILE AT THE SAME TIME SAYING IMMIGRANTS/ILLEGALS ARE HURTING THE ECONOMY,] YOU SAID IT WOULD BE FREE!!!, SEE THROUGH???, DON'T THREATEN US WITH A ""WASTE OF TAX PAYER MONEY"" GOVERNMENT SHUTDOWN, [NO FAKE ""NATIONAL EMERGENCY""BS] UNINFORMED, DON'T TRADE D.A.C.A. FOR $$$25BILLION$$$ OF OUR TAX PAYER MONEY, DON'T TRY TO SNEAK FUNDING INTO NEW BUDGET OR ANY BUDGET, NOT PAID FOR BY OUR MILITARY, [DEHUMANIZE THEM, THEN YOU CAN HATE, CRUSH AND DISCRIMINATE AGAINST THEM AND JUSTIFY KILLING THEM,] THOUGHT YOU PROMISED MEXICO WOULD PAY FOR??, MEXICO Will NEVER Pay For Wall... 455 . . [REMEMBER] DON'T DO THE RIGHT THING, BECAUSE IT MAKES YOU LOOK GOOD OR FEEL GOOD, DO THE RIGHT THING, BECAUSE IT'S THE RIGHT THING TO DO... LLP . .",0,0
"This has a lil story/ quote behind it, please read (Quotes from my sister) I feel like teenagers are put into boxes. As a guy, if you dont have sex you're not a man. If you do, you're a God. But for women both boxes are bad. If you dont you're a prude and if you do you're a slut. So also dont let anyone put you in a box. Your furry persona can put itself in a box. But only cause it's an ideal spot for naps. Not to define yourself. - - - -",1,1
"Gender-based violence (GBV) is violence that is directed against a person on the basis of gender. It constitutes a breach of the fundamental right to life, liberty, security, dignity, equality between women and men, non-discrimination and physical and mental integrity. (Council of Europe, 2012) ,",0,0
Night mood... ...... ........  .......,0,0
"2/2 absolutely disgusted by the attitude and facilities low water bay water sports centre - massive car park with cafe - zero blue badge parking spaces, zero facilities (no toilet!) for any person! As if they wouldnt ever think of doing any water sports! We had to go across to the associated hotel (across the road - not just the next door!) what a shame as we love ... wont be doing it here though as clearly such a low priority! Also find the husband day care centre joke a great example of so thats sexist and disabled discrimination-> nice one!",0,0
Im recording all 2020 !!! People be contradicting!!!,0,0
"Two couples. There's a difference, important one. What Ambedkar did for liberation of women shall be unparalleled for a long time.",0,0
"This book is so uncomfortable to read yet so necessary. . . I went to the bookstore few days ago and there was a man browsing through the gender studies section. He picked up Everyday sexism but put it down again after a few moments. I told him that it was a good read,uncomfortable, but a good read nevertheless. He asked me if it was uncomfortable as a woman. 'Well, that's the only point of view I can give you,really.' Then he said he was afraid of seeing himself in the book, afraid of reading something and realise that he does or has done that in the past. To this I said that I actually saw myself reflected on some of the stories and on some of the behaviours too. And this is exactly what we need in order to change! We have to see what we are doing wrong and this book is, without a doubt, eye-opening. . . I don't know if he ended up buying the book or not, but I really hope he did. . .",0,0
"Good morning Bookstafam! Yall Im so excited to be with to bring you this savvy book about success - Make Your The Savvy Womans Communication Playbook For Getting The Success You Want by . . In a fast-paced world where opportunities appear- and shift- at a moments notice, how you communicate can, quite simply, make or break your career. Your work environment today includes a diverse array of people and personalities. The ability to interact with all of them, think on your feet, and grab a good opportunity when its facing you is the special sauce that will help you achieve your goals. Dion Lim has seen it all. As an Asian-American woman in the hyper-competitive, white- and male-dominated business of TV news, her career path required a powerful blend of street smarts, determination, and a willingness to learn from mistakes  all of which she learned on the job. Today, shes an ABC anchor in one of the biggest cities in the country. In Make Your Moment, Dion guides you through what she has learned on the career battlefield and what it means for other working women today. Shell take you through the treacherous--and often entertaining--landscape of the modern workplace, covering virtually every situation youre likely to experience. From the art of thinking quickly on your feet to moments, youll learn how to master office politics, make online/social media dynamics (good and bad) work for you, and thrive under pressure. Dion learned how to stay true to herself, so she could find her moment and make it, rising from a local reporter to the national stage. Now its your turn. Do you like to read books in regards to improving your career? I love this read! It has such great insight for women in the workplace and how to handle multiple situations, some very entertaining! I highly recommend for women in any career.",0,0
"Zara ANIMAL PRINT HIGH-HEELED MULES Price 12,800rs. COD all over Just Originals . Place your orders now.",0,0
Alas we were unable to visit the local church as someone was dressed like a big slut,0,0
"Trauma Sensitive Yoga Group Workshop starting in November . . Delivered over 4 weeks and to a maximum group of 8 people. . This is a unique opportunity to experience this work in a group setting as Open to Grace normally only provides this on a basis. . Places in the group are strictly limited to 8 participants and given on a first-in, first served basis. . For more information or to register your interest please email hello.com.au .",0,0
"Here it is! Special thanks to and for filming this special day. We had so much fun creating with these powerful women, it's truly all I want for this business. Women empowing women. So here's a quick look at some merch and pieces that will be for sale on the sixth See you there!",0,0
" The Mirrors Game  for the people soul, the people mind and the people heart. it's a illusion for uman relashionship. The see not only what you want. Shot With iPhoneXs . . .",0,0
My house is full of little signs - wood or slate or anything that looks cute really. This one is hanging in the cloakroom for obvious reasons,0,0
"If faces were bleeding, someone would do something TODAY is the first-ever . On October 19, is hosting rallies in all 50 states to demand menstrual equity and an end to the . Find your local rally at nationalperiodday.com and join the movement on social media. . This PSA was made in collaboration with and ! .",0,0
 P A L E N Q U E R A S  ,0,0
"See there are thousands of jerks who will show up for nudes but there are only few who believes in you and care and love the way you are. When you can freely share your thoughts with someone and they give their care and attention to it, they care about you. But there are thousands of jerks with fake care too. So if you are a respected woman you will never share your nudes with someone. Then there comes thousands of teenagers who thinks being slutty is cool but it aint these thing makes you go towards ruining your life without even realising it. See the value of respect is one of the most important value. The women is who is slutty or disrespectful can never be a proud wife, mother even a daughter. Not even proud to herself because if you dont respect yourself first no ones gonna respect you. YOU ARE THE ONE WHO DECIDES EITHER YOU WILL BE RESPECTED OR NOT. YOU ARE THE ONE WHO IS GONNA DECIDE THAT YOU ARE HUMAN OR JUST AN OBJECT TO JERKS. ITS NOT WHO YOU ARE UNDERNEATH ITS WHAT YOU DO THAT DEFINES YOU.",0,0
THIS HAPPENS TOO MUCH   DMs open  Follow .account  Discuss in comments  equity ~,0,0
Maria Umar took part in The Pax Femina Feminist Insight Series!    ,0,0
"Everyday acts of sexism and micro aggressions lead to hate crimes, rape, assaults and murders. . But My existence is not to service you . Your gaze does not define me . My smile, my body, my thoughts and feelings are my own. . Our Will Not Smile On Command sweatshirt is a protest for your right to your autonomy and person. . Sweater available now. 10% of all proceeds are donated to charities that our helping our communities.",1,2
"I swear I read this in the bible  . . . Follow for feminist art, clothing and community  . . .",0,0
"Bavaria, Germany. 2019 feels like 1965. Slutshaming is still a thing. Posting confident bikini pictures isn't what is expected of a good girl. What kind of men are you trying to get? Well, she's not posting for you. She's not searching for men. She's not dressing for you. ",0,0
"The word missing at the end is Terrified  Im inspired to talk about my 38 years in the fashion industry because of a post made about sharing our stories and how it might help women/ men .The first person its helping is me . I dont have to keep quiet , pretend , make excuses or justify Dishonest Greedy Misogynist behavior,period . This is my Independence Day stayed at this job for 6 years until I finally had the courage to leave . I experienced & witnessed a lot of injustice and abuse .I regret I was not stronger then to stand up for others or myself.",0,0
"Wise words by one of our latest interviewees !  He dropped so many truth bombs during our episode together, it was unreal.   Have you listened to it yet?   No? Then go do it right MEOW! What were your thoughts on it? Comment below and let us know!   - - - - - - -",0,0
Yah thats right. Whip that dick out too soon and it looses its magic. *Sigh* on to the next....,0,0
ima beat tf outta you - - - - -,0,0
"[ For you, Woman ] The enemy of the modern woman is not men. It is not women who like cooking and fashion. The enemy is stereotypes that come from all places and that tell you to be one way or the other. The enemy is really sexist people. The enemy is the version of yourself that does not stand up to it. Last month I was on call. I called an on call colleague of a different specialty for an urgent patient consult. Before I was able to say anything, he refused, saying he is busy, and hang up. I called him back and explained my patients case. He asked me to save my breath, hand him someone else because he cannot take a womans talk ... I did not. He came to see the patient briefly after our conversation. What matters is not how I handled it. To me, what matters is to share a lesson learned. Maybe be a reminder to someone. Perhaps an awakening to another. Dear woman, Speak up. Do not shut yourself up. Because for every little victory, you contribute in creating a new, fair, just and mostly correct stereotype for all Women.",1,1
"I once got shamed online by a man who I knew in real life. After I refused to sleep with him he went on a keyboard rampage telling the online world ""she's a s*ut, with keyboard piano teeth and scabby legs"".............. Correction darling, profession escort, gap teeth are still in fashion (go ask ) and its called which I love as memories of all my adventures.",1,1
teacher big gay - - - - -,0,0
"Had to censor cause this shot had me feeling a sweet sensation and a good vibration. Check out this model, actor, rapper, entrepreneur, and soon to be football player; I guess you can be wherever you want if you've got a body this hot and that many exposed nipples. However, you're breaking the rules Marky Mark by posting this sexual content on Instagram!",0,0
Let your personality shine with this eco-friendly warm cozy sweater,0,0
Purrfect together Time spent together is always the bestest wishing you all a beautiful day! . . .,0,0
". Its not impossible for her to smile, its just not as easy as it should be sometimes. . Dedicated to all my Muses , , , to name just a few. .",0,0
MONDAY tomorrow is comin for ya    ,0,0
"Had to censor the as 's Killmonger because this shot is just too much. Too much retainer-breaking thirst-inducing hotness (look it up), too much nipple-esq kill-tally scars, and too much exposed nipple. I don't care if you're part of the highest grossing cinematic universe of all time, exposed nipples are still too sexual!",0,0
Don't be a Sexist! . . . . .,0,0
I don't fear you balrog. I've the forest beast that'll freeze you down.,0,0
"Ommid , Peyman Release A2H2Music",0,0
"Another myth, is that feminism is about tearing men down. That isnt true at all! Feminism is about working to bring women UP to equal status with men. To say that tears men down, suggests that you think women are inherently lesser. We need men in this fight for equality for everyone. Later we will discuss ways men can help the cause.",0,0
Why are you trying to eat my cat though? .lamborghini has claws . . . . .,0,0
. . . . . . 15 7 Chris 1 0 Rachel -17 . . . . . . . . . . . . . . . . .,0,0
Feminism isn't about making women stronger. Women are already strong. It's about changing the way the world perceives that strength... (G.D Anderson) . . .,1,2
Dear - maybe the mums worries are more about why the media never represent men as doing any washing?! Just a thought.,0,0
What we tell children about interpersonal violence MATTERS.,0,0
Some things shouldn't be normalised. Educate. Advocate. Don't berate.  Story in previous post,0,0
"I Dont Need Your Money  I Can Spoil Myself! Im so tired of guys who think that all women care about is money. A decent woman wont care about how much useless crap you can buy her because if she wants something, she can buy it herself. I make my own money. I have my own things. I want your love, attention and time  thats what really matters. IM NO GOLD DIGGER. . . .",0,0
.mp4 thanks - - - - -,0,0
As long as the person is disliked you can do whatever you want to them and people won't care. . . . . .,0,0
Sick and tired of this world. . . . . .,0,0
"The more you practice the better you'll be, the harder you train the great in you they'll see. . . & . . . . . . . . . . . . . . .",0,0
More inserting himself at the Venice Biennale . . .,0,0
"When people tell me feminism isn't relevant any more I have to take a long sharp breath. I could write a list as tall as I am with reasons why it's still 150% necessary. Working in pregnancy and birth, this terrain is where I see in minute detail the ways that unequal power-structures constructed around sex and gender are affecting every single woman and birthing person that engages in maternity services . One reason some clients have worked with me is because they're feeling powerless and stuck in their pregnancies. Maternity appointments leave them feeling lost and overwhelmed - a hot, sweaty mess. In the rest of their lives they're totally bossing it. They speak up in what they're passionate about, make important and difficult decisions, call things out, direct the way things run  in their personal lives and in their work . . But there's something about pregnancy that leaves women feeling condemned to having no voice and no control. That's because maternity services and the birth-room is the place where rampant sexism, lack of consent, control over women's bodies and attempts to keep women in line all collide into one big microcosmic clusterfuck of the world around us. It's where the patriarchy rules. Every constructed belief and barrier that's been used to keep women in their place rears it's big ugly head here . . So it's no wonder this is how pregnant women are feeling when they're treated like inept little girls who couldn't possibly know what's good for them and their babies. Who need to be told what to do and put back into their place if they dare step out of line . . I'm not saying midwives or doctors are unethical people who consciously repress women. I'm talking about a birth-culture and system underpinned by patriarchal values, that doesn't trust women and their bodies. The midwives and doctors we interface with are a product of this culture and the 'rules' of the system force them to comply with it in order to keep their jobs . . I also know it's possible to traverse through this system and shape your care around your pregnancy, your individual wants and needs. This is what I'm passionate about helping women to do. DM me for more info",0,0
Sunday feels . A couple of our new in arrivals worn by,0,0
Try me bitch - - - - - - - - - - - -,0,0
"This article gives the most accurate timeline of the Movement progression, there are so many different events that have taken place in the past year that has not been publicized. Give it a read if youd like.",0,0
"Yet another reason to buy from . . . Follow for feminist art, clothing and community  . . .",0,0
"Beat the Puss y Up. Hyper aware of the derogatory language our culture accepts without blinking an eye, this piece is exploring gender bias and sexism in language. Beat the Pussy Up is a commonly used phrase in rap lyrics and people are singing it without considering the repercussions of their words. To me, the phrase is literally referring to raping a woman, but according to , the verb means to f*** the pussy and is commonly used in street talk and hip-hop culture. This language perpetuates the idea that women are sex objects for men to conquest. The reproductive organs also loosely resemble a bull skull as a symbol of womens strength and resilience. The painting is an anatomical view of a womans genitals and I chose to accentuate the fabrics qualities by tearing and fraying the edges, which also serve as a comparison to Beating the Pussy Up. . .",0,0
The nuns literally made me dress up like this to be able to go inside of the holy trinity monastery on the top of the mountain,0,0
"Dove Cameron ""She is very beautifull""",0,0
"If you're eating healthy and not seeing any results you might be facing this issue.   Some trendy health foods such as avocados or nuts can be ruining your progress. These foods are not bad at all, but they're high in calories.  If you want to lose weight, you need to burn more calories than what you eat, so cutting back on high-calorie foods is a must  . You don't need to give up your morning avocado toast. Just reduce the portion. Instead of eating a whole avocado, eat half of it and add some protein like egg whites.  If you want to learn more about nutrition and weight loss, you can book a session by sending a DM.    ",0,0
"A very old love. Repost with  Noor Inayat Khan - Indian Princess & British Spy Khan was a direct descendant of Tipu Sultan, the 18th century Muslim ruler of Mysore. Khan's father was a musician and Sufi teacher. He moved his family first to London and then to Paris, where Khan was educated and later worked writing childrens' stories. Khan, whose name was in the news in Britain recently as a proposed new face of the 50 note, was 25 when war was declared in 1939. She and her family went to England to volunteer for the war effort, and in 1940 she joined the Womens Auxiliary Air Force and trained to become a radio operator. Able to speak French, she was quickly chosen to go to Paris to join the Special Operations Executive, a secret British organization set up to support resistance to the Germans from behind enemy lines through espionage and sabotage. Many members of the network were arrested shortly afterwards but she chose to remain in France, trying to send messages back to London while avoiding capture. Her transmissions became the only link between the agents around the Paris area and London, Ms. Basu wrote in her biography Spy The Life of Noor Inayat Khan. Khan never made it home from the war. Just as she was about to leave for England in October 1943, she was captured by the Gestapo. Despite repeated torture, she refused to reveal any information and was finally shot and executed in the Dachau concentration camp. For her courage, Noor Khan was posthumously awarded the George Cross in 1949. plays Noor in the film A call to Spy along with the stunning -",0,0
Me at any moment Tags +,0,0
Teach the liccle yutes nice an early . .,0,0
I never want to forget his drooly dimples and his crooked smile,0,0
The movement matters. Show your support by downloading the .io app and join the movement today,0,0
Is it not shameful to ask someone if they are virgin or not? Even if they are not nobody has any rights to question the individual... people come on we live in 21st century! Put aside all these taboos..,0,0
"If you want a book that moves you, that is fierce and compassionate, painful and yet uplifting, that speaks the truth of so many survivors, that shouts for change, then you have to read SHOUT by Her memoir is written in powerful, beautiful, sometimes (intentionally) jarring poetry that can give you a gut punch, a laugh out loud, a soothing touch. If you're a survivor, if you know someone who is, read this. SHOUT rages and soothes and uplifts, showing the vulnerability and strength of survivors, and speaks so many truths. It is powerful and is now one of my top favorites by Laurie Halse Anderson. I also love that she includes resources at the end including and . Highly recommended!",0,0
- - - - - Follow me for more relatable posts ! - -,0,0
"Chandler , Joey or Ross?? . . . .",0,0
