texts,scores
CINTAA organized a press conference to address the serious issue of sexual harassment and the issue to spread awareness amongst its members.  Stay connected with CINTAA on,0
"Those who murder series has started! Photo Me (.model) Waterloo, ON",0
"|| gnarley climb || . The first time somebody said that to me was the first time I found out people actually said gnarley. . . I use it for certain guitar tones. I didnt know ... . And Im working really hard on rad, but its going over as well as me trying raid Josie Stevens closet and ACTUALLY get away with it. . The shoes tho. . . . . . .",0
"You can do anything, but not everything",0
Timothe Chalamet photographed by Karim Sadli for LUomo Vogue,0
Some morning motivation to start your day! Tag a powerful woman in your life and show her some appreciation!   ,0
"Available in 40-44 .. ,500 . Payments validates orders .",0
"This cracked me up! When you ask your partner to do something so simple and they do it wrong..... Love the storm off at the end, priceless!",0
"No more ""It's because of what she was wearing""",0
Feeling a little Versace today! Lol!,0
Follow for follow on my new account Rip to my old one,0
How is research and development on the male IUD coming along? . . . . .,0
"Right? We are called sluts, hoes, whores when we have casual sex. Yet its the complete opposite when men have casual sex. Theyre considered the man, a stud etc etc. The double standard is ridiculous.",0
Westrn tops.... dm for order now....Dm for price,0
"Sorry, wrong number.",0
What are your guys thoughts on this?,0
"What is a ""thirst trap""..... The confidence of a woman in her sexual frequency and sharing that with the world..? Let's think about this for a second... The thirst is coming from the other person who is seeking to find something specific within that particular person right? They are thirsty for something.. Usually this saying is all around sex... However it could be deeper than that... which is usually always is... So let's address the word.. ""trap"".... The way this is stated is that the woman who is embodying her sexuality, sexiness, sensuality, and confidence thru her physical expression is only doing so to attract someone to her.. or.... lure him to her web... (Exhibition or validation.. an episode I'm working on for the show) The evil sexually empowered woman... (Lilith running thru me) ... CAUSING the man to take his eyes away from his current partner (witch wound and the illusion of ""mine"" is an upcoming episode on Rising Goddess Radio).. taking something from another and trapping it in her web of sexual prowess.... Slut.. Whore.. Skank.. Bitch.. ... interesting... So ultimately calling someone a ""thirst trap"" is another form of slut shaming, because you (proverbial you who is calling people this based off their choices of sexually empowered photos) are seeing something within them that triggers fear of loss.. OR... if you are the person who is ""thirsty""... calling this person who is trapping you with their thirst, the problem, and ultimately not having to take responsibility for the triggered emotions and thought processes and actions coming from that trigger.... ... interesting... What are your thoughts? Oh! And to summer... because I'm traveling back to Aurora in a week, and it's snowing... Soooo.... sunlight and warmth and string bikinis... Cause . . .",0
This is my way to express my self and my photography. If you need something else please call someone else! Davide/Contro/Tutti . . . . . .,0
"Such an honor! And now you can sneak a peak! with  Now He Said, She Said Written Anastasia Washington & Ashleigh Nichols Link in Bio / Movingparts Winner for BEST FILM Every story has two sides. An encounter is explored from two different sides ",0
Hey yall I saw this and thought it was so relatableeeee . For more posts like this follow,0
"SE LA STRADA SI FA IN SALITA, RICORDA CHE STAI ANDANDO IN ALTO. Buongiorno   ",0
"Experience new ways to tantalize your most sensitive erogenous zones!   The three soft, sensual ticklers will surround your little nub, one of them providing buzzing bliss, the other two gyrating in a sensual rotation.   Experience 6 speeds of pin-pointed pleasure. This unique instrument of ecstasy is fully submersible for relaxing use in the shower or bathtub.   ..  $72.99 Vibrassage Fondle ",0
No tears left to cry  ,0
my bio WK QYA PXQHE LZQ TTWK ZLBNB XBZAH IQ WLG YGVVV NQC APAG VUGZP XBDRD OS AJV XSNLL OMC BQFI NXHYS QAVPR ZL YOQBG EPL,0
". Photo borrowed from . . Pillow & Lucky is a cartoon series about hard life on the fringes of society. A ""do what it takes"" Blonde, a stray cat, their friendship, their hustle and their philosophies on life at street level. .",0
Tattoos with out showing my tigobitties,0
NOTE TO Trolls will never be your ideal customer. Do not engage with them or give them energy that should be going to those who will get value from what you are offering. Just report and block. Repeat as needed.,0
any tips for getting coffee stains off the cover of your book ?,0
"She's ""too"" curvy, She should lose weight She's ""too"" thin, She has no curves No, you're ""too"" judgemental and you need to stop that shit. . ",0
"SLutlana Vanderpump add Hoop Earrings to Slut Up Any Outfit! With hoop earrings, you're telling the world, ""I'm Down to Go Down"" See ya Friday, as I ask The Hard Questions to the top contestants competing to be *The Next Mr. & Mrs. Zombie 2019* at The 5th Annual Vault Of Horror Film Festival! Can't be there Friday? Come see me Be Punished for my Sins, LIVE, on Saturday! because authenticity is a form of Respect By Licensed Custom pro Me",0
Woot woo Strike the Pose ! Jerah Mae Sanuco,0
When you ask your husband to pull the sealant off so you can redo it and he pulls the tiles off too!! Just what I need to be doing before Christmas!!,0
"Despite the fact that should be observed 365 days of the year (after all, it does affect each and every one of us), this is a great opportunity to bring awareness to a subject that many would otherwise be oblivious to. You dont have to be diagnosed with a physical illness to make yourself aware of various illnesses that affect people in our society, just as you dont have to have a mental illness to be are of the illnesses that affect a large proportion of our society and loved ones.",0
Thank You For Sending Me This Top,0
"Want a no-nonsense speaker that inspires your audience? Dara Connolly is ""America's Bully Buster!""",0
"""A woman is a full circle. Within her is the power to create, nurture and transform."" ~ Diane Mariechild In a country rife with gender inequalities and an underlying nature of patriarchy, girl children often find themselves at the receiving end. Discrimination against girls is rampant and due to fear of abuse and exploitation, they are kept at home and not sent to school. Child marriage is yet another glaring issue. It is a matter of great shame that cases of female infanticide are still reported. We want to be a part of a world where girls are celebrated, not just on festivals! Where they are treated equal, with live and respect. What is urgently required in society today is a change of attitude.",0
Your eyes is the remedy to the pain I'm taking          ...!,0
Legit cried when I saw this. . . .,0
I shared some of my story. Go to to check it out. This is my story and it came out during domestic violence and abuse month. How awesome is the universe. Look at these vibrations. Thank. You and Becky for reaching out to me to share this. ,0
"While in school, I bought a book, ""How to Draw American Comics""- obviously written by a man, because the comic book industry (like most) remains male-dominated. This book became my bible for how to draw women and their proportions, and I started drawing these super-sexy-bursting-out-of-their-clothes babes. I would give these drawings to my friends as presents- until they had an intervention and made me stop. . ... Also according to my sister, this is the most accurately I've ever drawn myself (I'm on the left in case of confusion) . . .",0
My top song of 2018 on Spotify was .... a few tears shed this year!,0
"Cassie, a fierce & feisty , finds herself living w/ her estranged mother in another state after an incident that leaves her w/o a job and alternatives. Shes determined to bounce back, prove her worth again, but it will mean she will have to learn to forget, forgive, and love. 3 things that do not come easy for her. Cassies story is that of many women who survive and thrive after their life takes a dive. books just get better & better.  Plz tell Gordon (who I worked w/ SJS) that I am ever grateful for grabbing my hand and pulling me up the side of mountain at so that I could catch up to the rest of my hiking troupe. He is a !",0
"NEWS! MEN WHO HATE WOMEN, out May 2020. The past year of my life has been consumed by a project that has felt urgent, terrifying and shocking. It has been really strange to be immersed in a world of violence and hatred that is actively and directly causing mass murders of women, to see boys being deliberately groomed and radicalised and to trace the ideology and messaging I was finding deep online right through our mainstream and media and into our politics and homes, all without much mainstream awareness at all that this is happening. Im both excited and scared about this book coming out and will really appreciate any support as I am already starting to experience what I know will be a massive backlash from the communities this book aims to expose. If you think you might like to read it, pre-orders make a massive difference to authors as they help persuade booksellers to stock the book - link in my bio",0
Remember when it was 85 degrees a week ago,0
"It makes me want to vomit, honestly.",0
"No Literally no My zero calorie, sugar free, low carb, detox smoothie powder keeps my body feeling energized and satisfied all day long!!!  Stop demonizing the very thing that keeps us alive.",0
"Not gonna lie, it's weird to have a post featuring nonsexual blurred-out barbie doll nipples banned on , then have that same platform recommend I follow a page called ""wet t-shirt contest."" the simultaneous and concurrent of women in one fell swoop.",0
kevin gates so fye man on me !!!!,0
Surround yourself with only people who are going to lift you higher. -Oprah Winfrey   ,0
Fun your body hair is your business.,0
"As today is international womens day, I wanted to take this opportunity to show my respect to all the amazing women I get to work with on a daily basis! - I work with so many amazing women that are Juggling work, kids, partners (big kids) and everything else life throws at them and still finding time to care for themselves and go after there goals! - They say behind every great man there is an even greater woman holding it all together and the older I get the more I realise that this is true! - So heres to all the women out there just generally smashing life.... despite our best efforts to keep you busy!",0
Codependency and A New Way Forward! The focus of wanting others approval may keep us from acknowledging there might be behavior coming from the person whose we want. Learn,0
"JUST when you think youve got everything under control (getting ready for new bubba due in 3 weeks, last 2 room e-designs , final home styling job before heading on mat leave etc) you get THAT phone call... from hubby stranded in London for... well no one knows how long, after loosing his passport (and visa) just before flying back... we are hoping to have him back before I pop you had a less eventful weekend insta lovelies",0
"Not a great time to realise that my partner threw out all my white spirit when we moved! Like why would he need that right?! (Never, because I do all the big jobs ) He tried to scrub it off with soap and sugar, but decided on a mercy mission to the Hardware Store when he realised Id be climbing in his shiny new car with my smudgy black hands! . . . .",0
"Today's Christmas jumper prompted a comment of ""nice puppies"" before 9am!",0
"Having a quick look at how we have done with the March budget. I feel great as end of year bonus was a lot more than I expected so that will pay off a chunk, have also been under budget on shopping and saved some cashback BUT!!!! I have just checked hubbys spending and he has wasted 500 on total crap, majority of it being trips to the local coop EVERYDAY Im sooo angry I feel Im putting all the effort in and giving up my bonus to pay OUR debt, pay of OUR house. Yes I did treat myself to a new phone but that was savings i had put away since I stopped smoking. I earn less than him but somehow I manage to contribute more... how does that figure Sorry rant over . . .",0
"Apparently, it's ""so many I can't keep count."" . . . Running that ""whore"" home into the ground, but it never gets old. . . .",0
Wine and a phone do NOT MIX WELL TOGETHER,0
"Shootout . Name - Pradeep Jangid Place - Jaipur Age - 22 Height - 5'9"" . Follow .",0
"got , have , but , Have ",0
Taking a soak after day 4 of rehearsals before Webs opens on Friday. This is going to be a great show. We have made some changes that are really satisfying. Big thank you to everyone who has helped in this process. The list is legion. So grateful for a great cast and crew. .x . And to and for tech support. Come see the show!! ********** a soak,0
"Walking into your feed this fiiiine Wednesday reppin some SICK new womens gear from my new brand partner For those of you who arent familiar with - theyre a badass shoe brand run by a BADASS woman on a mission to empower professional women by doing the one thing men never thought to do - take into consideration the actual women they sell their products to! . And in honor of my new partnership with (& because its Wednesday) I hereby deem the hashtag a thing  To kick off the hashtag, heres some super fun . Deal With A Sexist . 1. into his office . 2. Quit . If you prefer to do this in shoes that dont suck, use my code LINDSEYL45 for $45 off online at . . .",0
A never-ending cycle until you acknowledge it. . . . . be,0
"Might delete this later-but I've been thinking about sharing my story/letting people know about my experience. My 'first time' was very unfortunate and my choices were taken away from me as I was assaulted in my own bed right before I graduated high school. He held me down and forced himself inside me leaving me with bruises. I was shocked and didn't know what to do feeling violated and as though he had already taken something away from me. He proceeded to FINALLY put on protection and finish regardless of me not looking at him the entire time. I put it out of my mind thinking that I was overreacting and he didnt mean anything malicious by it. All that changed when I had learned he was telling my recent ex of a year that he had finally gotten what my ex had never had. I heard about it from multiple people and was so distraught. I have felt so guilty for not having said something/done something for so long. I only recently told my mother of what happened. I only have one thing left to say, and FUCK YOU.",0
I dont have a caption..   ,0
"Time to defy stupid old traditions and bring about a change within society. Also, a little Monday Motivation with another episode of series.",0
"""Tagging"" or ""tag"" has its origins in ancient Rome, where members of all-female communities, such as priestesses in the temples of one goddess or another, attached scriptures to each other's robe indicating the alleged value of the person wearing it in the eyes of the divinity served. This custom has transformed into more mundane pastimes in modern time sororities where the stamping of pricetags on the forehead of more vulnerable (or simply asleep) girls alludes to the low esteem the community attributes to them, or to their ill-deserved reputation of loose morals.",0
"Might be a bit quiet on here as Im dusting off my recently retired nursing skills due to my husband having a small argument with a circular saw yesterday. A couple of rather mangled fingers, luckily nothing I had to pick up off the floor and bag up, but some very nasty soft tissue damage, not going to publicly post the gory pictures as even by my hardened nurse standards they are very unpleasant (but if anyone needs Halloween inspiration Ill DM them to you! Anyone who has placed an order in the last few days, Ill be working on them later today but there might be a short delay. Right, time for his next dose of tablets, catch up soon. Xxx",0
"Hes an absolute nightmare sometimes! But I put the bins out.... fucking excellent mate, do you want a medal? Wouldnt be without him though",0
When you get a sudden urge to look at the baby monitor Guess Dan didn't get Holly out when he put Georgiana down!! Sometimes I hate being the only adult in this household!!,0
"VENT INCOMING . . . Self censorship brought to you by Instagram, but truly enforced by societies fucked up ideals! Sometimes I feel absolutely invisible only up and to the point of objectification. Censorship takes a toll on your psych, on your physical wellbeing. As sex workers we are constantly excluded from conversations about our work and as human beings we are othered and aliened from general society. . . Even as said society worships our ideals, I find myself exhausted and run down more than I care to admit. Shame, stigma, fear, violence all of the destructive and abusive interactions can be boiled down to the fact that we do not allow ourselves to have a nuanced perspective on our own sexuality. We project! We Attack those we wish to emulate! I cant even count how many times I was taught and did enforce sexism and self censorship myself in my younger days. . . My sexuality and my body (nude or not) gives me strength, and power, and people seek out my time to bask in that energy. Constantly making me censor my own body only reminds me of how dangerous the world sees me. This fear allows them to take away our rights and demonize our actions while they continue to see us in private. This post is all over the place because I am venting, and feeling sad after a bad shift. . . . . Photography . . . . Please comment about any pent up BS about censorship of you or your art or your favorite artists. . . . .",0
Tag a bro whos been in this situation.,0
"Fellas - don't listen to what she says, pay attention to what she does!",0
"Because it's really 2019 and a woman saying ""i get to choose"" is still debatable. I'm apalled. Video to poetry blog post S L U T .",0
"And that, ladies and gentlemen, is called internalised misogyny and internalised sexism. And believe it or not, is very common.",0
Williams first time at the movies,0
"~Lost myself trying to please everyone, now I'm loosing everyone else while I find myself. OH WELL.",0
"When not even Pink Floyd can cheer you up, something is very much awry",0
"Todays walk, from Santa Maria Navarrese to Baunei. Especially gratifying as, over breakfast, the man who runs the guest house tried to dissuade me from doing it as it was too hard and Id probably get lost. So glad I ignored him.",0
"for the rasshole fail. I made a post on womens reproductive rights and this asswipe decided to spout his trash. My comment violates their community standards but being bombarded with this random mans comments today, other men sending me dick picks, calling me derogatory slurs, harassment and threatened online other days, those dont violate fuck all. Of course I reported his comments and of course his shit doesnt violate any damn thing.",0
"New film. Donate and get film credit,",0
Pride and inspiration. Celia shared a workspace with me in 2017!,0
"An accuracy assessment is a war, and it must be fought if the truth is to ever emerge.",0
Autumn shows us how beautiful it is to let things go. I am letting go and purging last season and making room for Fall and lots of layering and cozy fashion Swipe left to see my waterproof Ugg boots they are comfy and have a wedge and this cutesy little bag Screenshot this pic to get shoppable product details with the LIKEtoKNOW.it shopping app .it.family .it if you are local he does amazing family and kids photos    ,0
took me to see some great bands last weekend. Thanks for making it back to Cleveland,0
This sound is lit . . . . . . . . . . . .,0
I always knew I liked her,0
"In case you missed it... here are some initial steps you can take when addressing workplace harassment. Using my Personal Career Defense Toolkit , learn how to ""talk about your experience of sexual harassment as if talking about it is a gift to your listener. It is."" It will also prepare you to talk with an attorney if that is what you decide to do. . . . . .",0
30+3. The night before my waters burst,0
Mahaveer Banna rocks Sanjay banna tho Chutiya hai,0
Just saying ?? Asking the question... !,0
"Let's have some fun, this beat is sick I wanna take a ride on your disco stick .",0
"This pic is one and a half year ago, it was a time with a lot of struggle and chances in my life after real hard times... ",0
and they all say their the best gf,0
"What is it about guys? Their minds are always between their legs!! I turned 29 today, and my card from was, well funny to him Im sure. Im not sure what he was thinking when he ordered this card but it certainly wasnt what Id like. He only slightly redeemed himself by a rather lovely post to my Facebook page. Better luck next year darling. .",0
"Lindy West (Author of Shrill, The Witches are Coming) for Seattle Magazine 2013. This photo was taken five years before the movement. Lindy was a fresh and unrelenting voice for womens issues. Her public denouncing of rape as comedic subject matter elevated her name into the national arena, if she liked it or not. It was at that time that I witnessed a peek into Lindy's world. She had just returned to Seattle from being invited to participate in a nationally televised debate on the matter. A debate that resulted instantly in rape, violence and death threats from faceless commenters. I will never forget how raw and resolute she was as she read them aloud to us that night. In that moment, I saw a Joan of Arch-type heroine in Lindy. I was so enamored with her strength and inspired by her defiance to be silenced. When told I was to photograph her for the magazine, this concept came naturally.",0
"To all of the experts* in Wickes (*random men offering unsolicited advice to I was right and you were wrong. Cutting the bottom off the skirting and door jambs MY WAY worked perfectly - so sit down and shut up (This is not my first rodeo, and if you'd listened you might have learnt a thing or two!) .",0
"The undermining of womens capabilities by both themselves and those around them not only damages their self-esteem but also keeps them from reaching their full potential. In honour of , let us be mindful of our words and focus on lifting up rather than bringing down one another.",0
"Being Raped/Molested/Sexually/Physically Assaulted At A Young Age Forces You To Grow Up Fast some turn gay, some have sex issues, Love too hard, etc. You Do Anything It Takes To Be Loved because you have a twisted sense of the feeling. You just want to feel Wanted Or Needed Because You Don't Know What You Did To Be Hurt The Way You Were Most times it is a person who is suppose to love you, a family member, a family friend or maybe somebody who just took advantage of you, and You Blame Yourself For Things That you Could Not Control . Later in life you suffer from depression, PTSD, and become introverted until you seek help! Well Guess What I'm A Survivor Of It . I use to struggle daily and get upset. I loved hard I got hurt easily. I was and still am very emotional. I used to try so hard to be happy for others while dying inside myself! BUT..... I Am NOT ashamed anymore! I tackled my demons(my past hurts) I Am A Survivor! I am currently dealing with this. Treatment is no joke even after happening years ago. This tortures me all the time. I will not give into this. I will not let this be the end of my story.",0
tell me can you take my breathe away cruising down a heart shapped highway got you swerving lane to lane dont hit the brakes cause I am feeling so safe -,0
"Im thinking about it, let it go, let it go...",0
For the last 7 posts I have been highlighting toxic and hyper masculinity in the media. I want to highlight a movement that is empowering women to speak up against the system of oppression. MeToo started in 2006 and was working with Children of Color to give support after experiencing sexual violence. MeToo has been ongoing in the acts of supporting and speaking about her sexual violences. 98% of sexual violence are committed by men. We need to be able to teach men how to act and never ever blame the victim. If you want to support or be updated here is some websites to do Matthew Schilz,0
Its not that hard of a concept,0
"Jivika Designer Trendy Women's Rayon Kurta Sets Kurtis - Rayon, Palazzo - Rayon, Dupatta - Malmal Sleeves Are Included M - 38 in, L - 40 in, XL - 42 in, XXL - 44 in, Palazzo - M - 30 in, L - 32 in, XL - 34 in, XXL - 36 in, Dupatta - 2 Mtr Kurti - Up To 46 in, Palazzo - Up To 40 in Stitched It Has 1 Piece Of Women's Kurti, 1 Piece Of Palazzo With 1 Piece Of Dupatta Kurti - Printed, Palazzo - Printed, Dupatta - Printed Dispatch 2  3 Days Easy Returns Available In Case Of Any Issue",0
Hey. You know who wears sunglasses inside? Blind people. And douchebags. - - -,0
Sunday night mantra!! If I dont ask dont bloody give! this ones for you ,0
"Are you able to identify your strengths? Understanding your personal potential is essential to your success. If you cant identify your own strengths, its more difficult to identify new roles youd be a great fit for, or to explain at an interview why youd make a great asset to the team. A good starting point can be analysing your CV, although you need to go beyond this to articulate your potential. Heres a couple of questions to think about When you look at your achievements and you think about the way you went about securing those things, what does it tell you about what you do well? From those insights, what does that indicate are the most important aspects of your skills, knowledge, approach(es) that make the difference that you deliver? Whats your supporting evidence? Underpinning those achievements, in terms of delivering your role, what is it about your attitude, outlook and behaviours that made those outcomes possible? . . .",0
So I spend the morning cleaning ....... the second Ive finished in the kitchen Kev thinks its an ideal time to start making sausages ... finish in the bathroom he thinks its the perfect time for a shower probably a good old shave onto the floor too! hes going to have to live in the garage its decided,0
Im wishing all of you a happy Monday and a good start into the week!  . . [unpaid add] . . . . . . .,0
In the final stretch of rehearsals for this show. Come join us. We are so excited to share this experience with you. Info and ticket link in bio. ^^^^^^^^^^^^ too movement,0
Ayeee..........Alhumdulilah 2k Complete guys Thank you so very much all of You....... You all are just love guys ..... All I need is your Support  So keep supporting . . . . . . . . specially thanks to My . . . . . Follow . . . . .  ,0
Do whatever the fuck you feel. Be you,0
"Success looks different for everyone, and one of the first steps to your best career is defining what success means to you. In her book, Diana helps you understand the DNA for your success, specifically looking at 3 main Your values - what really matters to you and what conflicts with those things? Your beliefs  what do you think you know about yourself. Are you right and do these beliefs help or hinder? Your motivation and drive  what is it that will really give you a buzz at work? Once youve defined what success means for you, youre one step closer to achieving your goals! . . .",0
"shine, step into the light . . .",0
Day 8 of SHOES! Old pic I did a hundred years ago. ,0
I must be very soft or a awesome girlfriend. Covering Stuart's reception hours because he's got man flu Been up since 5 trained and been work. I'm freezing and tired. Roll on 10,0
Never has the ice been less broken . . . .,0
This really made me chuckle .......,0
Mini skirt mesh elastis korean 80 0-1y 90 1-2y 100 2-3y 110 3-4y 120 4-5y Girl breathable weaving shoes korean Material PU Rubber Closure Elastic Function Anti slip Size 26-35 26 (16.0cm) Note Foot length of your kids +0.5 - 1cm *Mini skirt + shoes set .id,0
"If you cant convince yourself, you cant convince others Theres a lot of talk about confidence, but for a good its one of the most fundamentally significant concepts for women in the workplace. If you do not (at least) appear to have confidence in what you say, do, suggest or recommend, why should anyone else? Our 2019 survey results found that whilst 81.1% of women felt that always or mostly demonstrated external confidence, only 47% matched this with strong internal confidence. Whilst its brilliant that women are resilient enough to present a confident faade, some of their potential will undoubtably be lost due to this lack of self-belief. To change things we have to address the cause, not the symptoms. These internal confidence issues are caused by external biases which eclipse the truth about individual womens capability potential. By using psychological insights, we want to expose these limiting beliefs and enable all women to unlock their full potential. Is your internal confidence holding you back? . . .",0
"Why be racist, sexist, homophobic or transphobic, - when you could just be quiet?",0
We love our mother  $  ,0
"Jen & I will soon have our last words together on the podcast about sexual harassment in the media. I cant go on being triggered every time Weinstein/Lauer/Don Burke/Bill OReilly is mentioned. Im going to do say my bit and then its done. Im not hostage to this anymore. I want to remember 94 to 2000 as an era where I had red, ginger spice hair and the Rachel cut. Australias defamation laws are so weak because we should name every one of them but cant. Id do a total Kendal Roy (see clip) but someone would sue us. They can us mad witches but the thing is Jen & I worked together and suffered under the same culprits. I have mentally filed away the receipts. So heres to releasing pain and moving forward!",0
"What do we think? Is sexism contributing to your mental health. Its been a factor in mine. Not the whole cause, but definitely a factor. Im off to read more. Posted  This its time to confront the epidemic of mental ill-health experienced by young women and identify its sexism. New research by shows 64pct of young women say sexism is making them ill. Read more via our website link in bio.",0
Im convince people started because they werent getting laid and wanted to make a person feel bad for feeling good. I bet it was started by a woman who wasnt giving it to her husband so he found it elsewhere.,0
NEW POST UP. LINK IN BIO. Uterus & Sasu maa's spinal control or how my body needs an ownership disclaimer. Show some love. . . . .,0
"Stop shaming people for what they wear. Your opinion on someone's else's outfit reveals more about you that it does about them. Why do you find that person's clothing sexual? What does that say about you? Clothing is not an excuse to judge, shame, insult or attack people",0
"// Follow Follow Slut - A word used by boys to describe a girl's character these days She wears short clothes, she is a slut! She is going for a late night party, she is a slut! She is talking with more than one guy, she is a slut! She is not a virgin, she is a slut! She is having more male friends, she is a slut! And now a days, even if a girl is wearing an off shoulder top, you guys label her as a slut! She is not a slut...Come on every one is having freedom to live.. Rather I should say that your minds are filled with dirt. Everytime when a girl decides to live her life in her own way, she is labelled as a slut by some knuckleheads. STOP THIS SLUT SHAMING Do you guys ever realise how bad a girl feels, when she is called a Slut? Just because she wanted to live her life freely? Life seems meaningless to her. She regrets being born as a girl. .I want you to know that you are beautiful no matter what others say to you. No one deserves to feel even for a second that they are worthless in this world. Never give anyone the ability to bring you down or allow you to think you are not good enough. Each and every one of us were placed on this Earth with a purpose...No one can heal themselves by wounding others. Our words must be used to encourage others, not destroy them. We do not know the struggles and hardships others may be experiencing. It is important to always be mindful of the feelings of others. Do not be afraid to be yourself because that is what makes you special. You can achieve anything you set your mind to. This is your life, it is up to you to paint it the way you would like it to be  So Dear Girls, Don't hold back your feelings and awesomeness just because of some cheap and mentally disturbed craps...Don't just walk away, just give them a tight slap give that person a nice lesson, lets your hands do the talking and at last just ask a question...Ghar meh maa behan nai hai kya ? // . Trust the journey! . .",0
In order to be irreplaceable one must always be different . . . . . . . . . . . . .,0
Good news. Slut pants are back. Turquoise works and stays after being washed. Still cant bloody take good photos of them though. Available on Etsy or DM. . . . . . .,0
When you fill the house with smoke coz youre a shite fire lighter....,0
Feels about this merch order! You guys are unreal. Your continued support blows us away. Can't wait for all of Van city to be reppin this line,0
Friday 13th vibes not everything goes to plan,0
Oh  CoCo - I wanna Cum Up and Down on you like YO-YO,0
"This fortnights restock is officially live & we are selling out quick this morning! You guys are the actual best The saying 'When you buy from a small business an actual person does a happy dance' is so true! I get to live my dream because of you amazing humans, thank you so much",0
Last day visiting the city . .,0
"Don't forget... Friday 25th October. Come a long for a Coffee and a chat  The Welcome 146-147 Longridge, Knutsford WA16 8PD We hope you can make it... hello.org.uk",0
-By Sophia Dear John I'm sorry I made you feel like I'm leftovers Let's not fuck after all Xoxo,0
this guy trying to make up for how much fifa18 he's been playing... almost worked until he started playing again.,0
"Ok I missed a day of so here is a combination of kooky crafts for day 12 and cats for day 13. I started to think maybe I should warn people about the sweariness. But actually I dont have a problem with sweatiness. I love the word cunt. Its better when its used as a descriptor not a negative attack admittedly. So this week I will share some positive stuff about the word cunt in all its glory. And Im working on a post about my feelings about swearing too. You lucky fuckers! Anyway, this is silly and made me laugh. I loved Garfield as a kid and this is a lovely reimagining of an adult version. Thank you for creating it!",0
"Does this surprise anyone Having Womxn in higher positions means more equitable pay, a better understanding of work/life balance, and less retaliation for pregnancy and children.",0
Dogs are beautiful innocent creations. Don't cheat them.. In the name of biscuits! Atleast spare those creatures !! . . . .,0
I'm not married nor do I have kids but I definitely know some men who think like this and WOW I wish they'd get a clue.,0
Is it sexist of a guy to refuse to commit to any woman his own age?,0
I have problem with this personally and generally. The devil Agenda been brainwashing Girls since they were little.,0
"""are you a man? do you wear trousers?""... oh sure, while we're at it let's talk about your crotch as well. Why does Tube advertising sometimes go so bad!",0
Morning motivation for you Tag the powerful women in your life and let them know!   ,0
YOUR FIRST Follow       ,0
A little morning motivation to start your day!   ,0
. Snap from Bro'z Departuring To | | | | |,0
WELCOME TO THE STAGE... MISS PACK.A FAGS Shes ThE Realest Girl On Alll the Estate But Says Fuck You To Girl Code As Shes Quite The Whore SHOULD I UPLOAD A VIDEO SOON???? ,0
New York Popular Fleece Hoodie For Men. Rs.899 Only,0
Been Working Hard Taking Care Of Me And Mines,0
"Wow, this one really resonates. Having heard recent stories of blatant sexism at work still alive and well, this is just your friendly reminder NOT to let things slide. A casual reference to what you're wearing is NEVER OK. Challenging the status quo - even if it makes people squirm a bit - is GOOD. Saying no to something that a guy in the same role wouldn't be asked to do is THE RIGHT THING TO DO. I could go on... Be bold. Be brave. Don't be afraid.",0
Behind the scenes of Josafat Concepcions Holy Wound. Shot by the eminent Kyle Parsons. A KHLOARIS Production. Coming very soon! .camera,0
Such a lovely evening with these beautiful ladies last night  .,0
Tag a friend whos seen you play therapist and perform emotional labor for others in your personal or professional life,0
"I keeps it 8 more than 92! You ain't gotta like me, if you do - cool, roll with me. If you don't - cool, just stay the fuck up outta mine",0
Follow .gents for more . .,0
Follow page Promotions . . Follow Photos should be yours Tag u'r pic Put page mention ur story daily For both boys&girl Be a kingBe a queen Be active / & /,0
"If theres one thing worse than your man trying to take over your bathroom, its him marking his territory with the one thing youre not allowed. Bastard.",0
This mornings vibes when I woke to a pretty much useless hungover husband Surely I must be due a night out myself sometime soon!,0
"Women are woefully underrepresented in science, not just as researchers but also as subjects. Heres how thats dangerous. Source",0
I live near russia and i want to come on this party sooo much,0
Heres some motivation for your morning Tag someone who inspires you!   ,0
Empowered women dont just empower WOMEN they empower EVERYONE! It seems to me its about time the fight for stopped being us Vs them in an epic battle where one side has to be defeated and started being we are all in this together. Feminism is for everyone my sons will be every bit as feminist as my daughter is!Revenge isnt equality. Our Goal shouldnt be to rise above men but to rise alongside them.,0
"Reporting your abuser is a very scary decision. Its not for everyone. But if the reason thats holding you back from reporting is because youre worried about hurting your abuser, then I want you to know this. Youre not ruining their life. Abusing someone is a choice. Its a choice that should come with consequences just like any other action. Youre not ruining their reputation or destroying their friendships. If anything, youre letting others see that person for who they really are. You might even find others join you in saying . That was certainly the case for me. And despite what their supporters may say, what youre doing is incredibly brave. Youre helping yourself. Youre helping other survivors. And youre making your community safer. I reported my abuser twice. The first time I reported him, it went nowhere. The cops couldnt find enough evidence. This second time, for a different crime, has taught me these 3 things. He chose to hurt me. And hopefully, he wont hurt anyone else.",0
